work_id,mp_id,state,district,ia_id,category,scale,unit,latitude,longitude,recommended_date,recommended_amount,sanction_date,sanctioned_amount,expected_duration_days,status,completion_date,work_description
W00680,MP040,Bihar,Gaya,IA049,School Building Renovation,1.9,unit,23.40386,73.14525,2024-07-04,2444963.3,2024-07-23,2497051.01,200,Completed,2024-12-16,School Building Renovation at Gaya constituency site 0
W00681,MP009,Bihar,Muzaffarpur,IA032,Public Toilet Complex,2.65,unit,27.55167,82.08434,2024-11-08,1110849.62,2024-12-20,1077123.25,120,Completed,2025-05-11,Public Toilet Complex at Muzaffarpur constituency site 1
W00682,MP022,Uttar Pradesh,Meerut,IA047,Street Lighting (per 50 units),1.19,batch,27.76756,83.01824,2026-01-29,824519.11,2026-02-19,807369.83,90,Completed,2026-04-24,Street Lighting (per 50 units) at Meerut constituency site 2
W00683,MP004,Bihar,Muzaffarpur,IA032,Road Construction (per km),3.82,km,27.36032,82.25656,2026-02-11,5585674.46,2026-04-06,5571415.07,270,In Progress,,Road Construction (per km) at Muzaffarpur constituency site 3
W00684,MP030,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.55232,82.12928,2023-11-29,1564881.13,2024-01-05,1570238.54,210,Completed,2024-06-13,Health Sub-Centre Upgrade at Muzaffarpur constituency site 4
W00685,MP008,West Bengal,Howrah,IA022,Public Toilet Complex,1.19,unit,22.11409,72.68934,2025-02-11,491946.52,2025-03-25,509221.18,120,Completed,2025-07-14,Public Toilet Complex at Howrah constituency site 5
W00686,MP010,Bihar,Gaya,IA011,Community Hall,1.0,unit,23.21726,73.05091,2024-02-04,3028931.78,2024-03-09,2909673.14,240,Completed,2024-10-04,Community Hall at Gaya constituency site 6
W00687,MP023,Tamil Nadu,Coimbatore,IA024,Street Lighting (per 50 units),1.4,batch,29.47762,86.4148,2024-07-10,850290.73,2024-08-10,893001.5,90,Completed,2024-11-09,Street Lighting (per 50 units) at Coimbatore constituency site 7
W00688,MP020,Tamil Nadu,Coimbatore,IA024,Street Lighting (per 50 units),1.15,batch,29.48248,86.23415,2023-09-16,724873.63,2023-11-02,738268.2,90,Completed,2024-02-12,Street Lighting (per 50 units) at Coimbatore constituency site 8
W00689,MP007,Maharashtra,Nagpur,IA034,Drainage / Sewage Line (per km),2.27,km,24.67973,85.02573,2025-10-18,2953040.72,2025-11-02,2930603.96,180,In Progress,,Drainage / Sewage Line (per km) at Nagpur constituency site 9
W00690,MP021,West Bengal,Howrah,IA037,Street Lighting (per 50 units),1.54,batch,22.09499,72.65694,2023-11-20,880039.86,2023-12-13,864035.8,90,Completed,2024-02-21,Street Lighting (per 50 units) at Howrah constituency site 10
W00691,MP025,Bihar,Patna,IA023,Health Sub-Centre Upgrade,1.0,unit,21.77612,75.65084,2024-05-05,1556815.3,2024-06-29,1559100.95,210,Completed,2025-02-02,Health Sub-Centre Upgrade at Patna constituency site 11
W00692,MP001,West Bengal,Malda,IA021,Public Toilet Complex,1.04,unit,17.39297,82.81124,2023-08-18,443354.22,2023-08-29,419216.75,120,Completed,2023-12-18,Public Toilet Complex at Malda constituency site 12
W00693,MP019,Maharashtra,Nashik,IA038,Street Lighting (per 50 units),2.99,batch,16.82817,79.18934,2024-10-01,1689970.09,2024-10-14,1628357.83,90,Completed,2025-01-05,Street Lighting (per 50 units) at Nashik constituency site 13
W00694,MP022,Uttar Pradesh,Meerut,IA018,Drainage / Sewage Line (per km),1.98,km,27.93849,83.2228,2023-08-20,3210765.24,2023-09-29,3275589.38,180,In Progress,,Drainage / Sewage Line (per km) at Meerut constituency site 14
W00695,MP007,Maharashtra,Nagpur,IA016,Drainage / Sewage Line (per km),0.35,km,24.55806,85.071,2024-05-02,568559.66,2024-06-08,551111.42,180,Completed,2024-10-10,Drainage / Sewage Line (per km) at Nagpur constituency site 15
W00696,MP020,Tamil Nadu,Coimbatore,IA055,Public Toilet Complex,1.34,unit,29.51059,86.42836,2025-07-17,468599.49,2025-07-31,463691.93,120,Completed,2025-11-24,Public Toilet Complex at Coimbatore constituency site 16
W00697,MP010,Bihar,Gaya,IA042,Community Hall,1.0,unit,23.33404,72.9627,2024-01-19,3561946.07,2024-02-08,3418461.56,240,Completed,2024-09-10,Community Hall at Gaya constituency site 17
W00698,MP031,Uttar Pradesh,Gorakhpur,IA052,Road Construction (per km),4.48,km,16.53856,87.54974,2025-04-02,7637605.21,2025-04-26,7946771.96,270,In Progress,,Road Construction (per km) at Gorakhpur constituency site 18
W00699,MP029,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1.09,km,27.52966,81.96759,2023-05-29,1183167.18,2023-06-29,1174061.8,180,In Progress,,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 19
W00700,MP038,Tamil Nadu,Coimbatore,IA055,Drainage / Sewage Line (per km),2.86,km,29.68132,86.14832,2023-11-22,4101640.15,2023-12-19,4090484.73,180,Completed,2024-07-03,Drainage / Sewage Line (per km) at Coimbatore constituency site 20
W00701,MP023,Tamil Nadu,Coimbatore,IA024,Street Lighting (per 50 units),1.48,batch,29.45422,86.43921,2025-10-14,984713.38,2025-11-13,985237.77,90,Completed,2026-01-08,Street Lighting (per 50 units) at Coimbatore constituency site 21
W00702,MP035,West Bengal,Howrah,IA056,Drainage / Sewage Line (per km),2.49,km,22.06191,72.67223,2025-09-16,2327724.95,2025-11-12,2384273.64,180,In Progress,,Drainage / Sewage Line (per km) at Howrah constituency site 22
W00703,MP004,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1.85,km,27.28406,82.05339,2023-04-19,2498666.17,2023-06-17,2514731.1,180,Completed,2023-12-23,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 23
W00704,MP032,Tamil Nadu,Coimbatore,IA024,Street Lighting (per 50 units),2.25,batch,29.62836,86.39327,2025-11-13,1323011.07,2026-01-02,1294456.44,90,Completed,2026-03-10,Street Lighting (per 50 units) at Coimbatore constituency site 24
W00705,MP032,Tamil Nadu,Coimbatore,IA055,Street Lighting (per 50 units),2.25,batch,29.42518,86.39139,2023-08-30,1540117.1,2023-09-17,1520519.64,90,Completed,2023-12-13,Street Lighting (per 50 units) at Coimbatore constituency site 25
W00706,MP023,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),0.61,km,29.52238,86.14918,2025-05-04,854793.02,2025-06-07,826436.83,180,Completed,2025-12-19,Drainage / Sewage Line (per km) at Coimbatore constituency site 26
W00707,MP001,West Bengal,Malda,IA021,Street Lighting (per 50 units),1.76,batch,17.37438,83.02473,2025-04-30,1100467.69,2025-05-27,1135108.27,90,Completed,2025-07-20,Street Lighting (per 50 units) at Malda constituency site 27
W00708,MP025,Bihar,Patna,IA023,Road Construction (per km),3.93,km,21.66651,75.61261,2026-03-24,7743635.35,2026-05-11,7831077.54,270,In Progress,,Road Construction (per km) at Patna constituency site 28
W00709,MP027,Uttar Pradesh,Gorakhpur,IA039,School Building Renovation,1.45,unit,16.41621,87.75758,2023-09-07,1620161.29,2023-10-10,1614078.61,200,In Progress,,School Building Renovation at Gorakhpur constituency site 29
W00710,MP007,Maharashtra,Nagpur,IA034,School Building Renovation,1.53,unit,24.80708,85.21514,2024-12-04,1799502.71,2025-01-31,1788461.6,200,In Progress,,School Building Renovation at Nagpur constituency site 30
W00711,MP002,West Bengal,Howrah,IA020,Street Lighting (per 50 units),2.49,batch,21.86032,72.67804,2025-09-30,1661826.36,2025-11-12,1634167.29,90,Completed,2026-02-15,Street Lighting (per 50 units) at Howrah constituency site 31
W00712,MP022,Uttar Pradesh,Meerut,IA047,Community Hall,1.0,unit,27.88747,83.17366,2023-11-19,3175300.73,2023-12-04,3059694.12,240,Completed,2024-07-23,Community Hall at Meerut constituency site 32
W00713,MP006,Bihar,Muzaffarpur,IA032,Community Hall,1.0,unit,27.4983,82.0844,2023-10-16,2391923.21,2023-11-11,2422863.92,240,Completed,2024-10-05,Community Hall at Muzaffarpur constituency site 33
W00714,MP002,West Bengal,Howrah,IA020,Road Construction (per km),4.24,km,22.10985,72.56793,2024-11-12,7341651.59,2024-12-14,7011685.75,270,In Progress,,Road Construction (per km) at Howrah constituency site 34
W00715,MP021,West Bengal,Howrah,IA056,School Building Renovation,1.27,unit,21.95112,72.62318,2024-05-05,1345731.79,2024-05-22,1329478.46,200,Completed,2024-12-22,School Building Renovation at Howrah constituency site 35
W00716,MP020,Tamil Nadu,Coimbatore,IA024,Road Construction (per km),0.91,km,29.65537,86.41316,2024-07-26,1772643.22,2024-09-01,1808285.13,270,Completed,2025-05-14,Road Construction (per km) at Coimbatore constituency site 36
W00717,MP038,Tamil Nadu,Coimbatore,IA015,Health Sub-Centre Upgrade,1.0,unit,29.66512,86.26725,2024-07-31,1482964.89,2024-09-21,1467222.39,210,Completed,2025-05-02,Health Sub-Centre Upgrade at Coimbatore constituency site 37
W00718,MP027,Uttar Pradesh,Sitapur,IA029,Drinking Water Facility,2.13,unit,26.64975,78.87326,2024-04-15,1788602.76,2024-05-31,1787844.29,150,Completed,2024-12-17,Drinking Water Facility at Sitapur constituency site 38
W00719,MP011,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),0.44,km,27.46972,82.08488,2025-08-12,483933.14,2025-08-26,477285.33,180,In Progress,,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 39
W00720,MP017,Uttar Pradesh,Gorakhpur,IA026,Community Hall,1.0,unit,16.55224,87.66794,2024-06-29,3323549.58,2024-08-03,3193822.01,240,Completed,2025-05-25,Community Hall at Gorakhpur constituency site 40
W00721,MP039,Bihar,Gaya,IA036,Drinking Water Facility,2.0,unit,23.3894,72.94407,2025-05-20,1682887.98,2025-07-09,1674446.27,150,Completed,2025-12-05,Drinking Water Facility at Gaya constituency site 41
W00722,MP011,Bihar,Muzaffarpur,IA032,Drinking Water Facility,2.61,unit,27.47033,82.19091,2025-05-03,1913501.08,2025-06-06,1989664.62,150,In Progress,,Drinking Water Facility at Muzaffarpur constituency site 42
W00723,MP028,Tamil Nadu,Madurai,IA044,Road Construction (per km),3.15,km,26.38753,77.7202,2025-01-22,5103984.12,2025-02-13,5151223.54,270,Completed,2026-01-18,Road Construction (per km) at Madurai constituency site 43
W00724,MP015,West Bengal,Malda,IA051,Health Sub-Centre Upgrade,1.0,unit,17.40138,82.82278,2024-12-23,1591639.06,2025-01-30,1623259.2,210,Completed,2025-08-09,Health Sub-Centre Upgrade at Malda constituency site 44
W00725,MP034,Uttar Pradesh,Gorakhpur,IA026,Drainage / Sewage Line (per km),0.54,km,16.47833,87.68241,2024-03-31,867200.63,2024-05-10,902958.89,180,In Progress,,Drainage / Sewage Line (per km) at Gorakhpur constituency site 45
W00726,MP036,Maharashtra,Nashik,IA027,Street Lighting (per 50 units),2.8,batch,16.85761,79.1207,2023-06-16,1456619.03,2023-06-26,1458087.75,90,Completed,2023-10-14,Street Lighting (per 50 units) at Nashik constituency site 46
W00727,MP039,Bihar,Gaya,IA025,Public Toilet Complex,1.97,unit,23.42128,73.09346,2025-08-18,872373.11,2025-10-06,896610.46,120,Completed,2026-03-06,Public Toilet Complex at Gaya constituency site 47
W00728,MP007,Maharashtra,Nagpur,IA001,Drainage / Sewage Line (per km),2.32,km,24.68463,85.22247,2024-09-29,2748115.41,2024-10-24,2696490.1,180,Completed,2025-04-09,Drainage / Sewage Line (per km) at Nagpur constituency site 48
W00729,MP024,Maharashtra,Nagpur,IA001,Drinking Water Facility,2.08,unit,24.79252,85.09621,2023-05-10,1530682.13,2023-06-21,1553794.7,150,Completed,2023-10-31,Drinking Water Facility at Nagpur constituency site 49
W00730,MP040,Bihar,Gaya,IA025,Road Construction (per km),2.12,km,23.36653,73.03175,2023-06-05,3537425.01,2023-07-03,3485044.7,270,Completed,2024-03-13,Road Construction (per km) at Gaya constituency site 50
W00731,MP012,Uttar Pradesh,Varanasi,IA057,Community Hall,1.0,unit,26.35862,84.53469,2023-10-18,4237598.99,2023-10-31,4165952.05,240,In Progress,,Community Hall at Varanasi constituency site 51
W00732,MP013,Uttar Pradesh,Gorakhpur,IA046,Drinking Water Facility,2.24,unit,16.55813,87.5023,2023-10-23,2287193.39,2023-11-02,2191398.92,150,In Progress,,Drinking Water Facility at Gorakhpur constituency site 52
W00733,MP034,Uttar Pradesh,Varanasi,IA057,Street Lighting (per 50 units),1.15,batch,26.38538,84.6711,2025-11-24,743741.02,2025-12-19,737210.87,90,Completed,2026-02-25,Street Lighting (per 50 units) at Varanasi constituency site 53
W00734,MP017,Uttar Pradesh,Gorakhpur,IA053,Drinking Water Facility,1.88,unit,16.42989,87.481,2023-10-20,1686794.19,2023-11-09,1656504.83,150,Completed,2024-04-23,Drinking Water Facility at Gorakhpur constituency site 54
W00735,MP017,Uttar Pradesh,Gorakhpur,IA053,Drinking Water Facility,1.46,unit,16.46907,87.6141,2023-07-04,1109266.64,2023-08-14,1086349.01,150,Completed,2023-10-26,Drinking Water Facility at Gorakhpur constituency site 55
W00736,MP040,Bihar,Patna,IA023,School Building Renovation,1.29,unit,21.76722,75.50336,2026-02-25,1589559.0,2026-04-08,1497228.38,200,In Progress,,School Building Renovation at Patna constituency site 56
W00737,MP029,Bihar,Patna,IA023,Street Lighting (per 50 units),1.77,batch,21.57903,75.69313,2024-03-16,1132610.02,2024-05-12,1140952.5,90,Completed,2024-07-28,Street Lighting (per 50 units) at Patna constituency site 57
W00738,MP007,Maharashtra,Nagpur,IA001,Public Toilet Complex,2.7,unit,24.66548,85.01843,2024-06-06,1587028.13,2024-06-18,1583947.71,120,In Progress,,Public Toilet Complex at Nagpur constituency site 58
W00739,MP019,Maharashtra,Nashik,IA038,Health Sub-Centre Upgrade,1.0,unit,17.04978,79.34805,2026-02-13,1714610.75,2026-03-29,1696362.3,210,In Progress,,Health Sub-Centre Upgrade at Nashik constituency site 59
W00740,MP020,Tamil Nadu,Madurai,IA031,Street Lighting (per 50 units),3.0,batch,26.23795,77.62413,2026-02-01,1605936.86,2026-02-24,4223139.6,90,Completed,2026-05-21,Street Lighting (per 50 units) at Madurai constituency site 60
W00741,MP031,Uttar Pradesh,Sitapur,IA010,Drainage / Sewage Line (per km),2.72,km,26.62295,79.1167,2024-12-03,3860252.97,2025-01-02,3914866.07,180,Completed,2025-06-02,Drainage / Sewage Line (per km) at Sitapur constituency site 61
W00742,MP013,Uttar Pradesh,Gorakhpur,IA046,Drainage / Sewage Line (per km),2.13,km,16.47566,87.55931,2023-11-30,3480407.37,2023-12-10,3584377.49,180,Completed,2024-06-06,Drainage / Sewage Line (per km) at Gorakhpur constituency site 62
W00743,MP010,Bihar,Gaya,IA036,Drinking Water Facility,1.83,unit,23.38766,73.15973,2026-02-01,2055990.51,2026-03-22,2073388.63,150,Completed,2026-07-05,Drinking Water Facility at Gaya constituency site 63
W00744,MP036,Maharashtra,Nashik,IA027,Drinking Water Facility,1.64,unit,16.79675,79.30733,2025-05-10,1477970.16,2025-07-02,1469520.8,150,Completed,2025-12-20,Drinking Water Facility at Nashik constituency site 64
W00745,MP034,Uttar Pradesh,Gorakhpur,IA053,Drainage / Sewage Line (per km),2.81,km,16.42758,87.66766,2024-08-14,4521830.55,2024-09-27,4292226.37,180,Completed,2025-04-02,Drainage / Sewage Line (per km) at Gorakhpur constituency site 65
W00746,MP021,West Bengal,Howrah,IA058,Drainage / Sewage Line (per km),2.83,km,22.11539,72.74479,2023-05-08,3467009.21,2023-06-15,3429531.44,180,Completed,2023-11-06,Drainage / Sewage Line (per km) at Howrah constituency site 66
W00747,MP013,Uttar Pradesh,Gorakhpur,IA039,School Building Renovation,1.16,unit,16.55683,87.58729,2026-01-23,1387958.49,2026-02-24,1387665.08,200,In Progress,,School Building Renovation at Gorakhpur constituency site 67
W00748,MP008,West Bengal,Howrah,IA022,Community Hall,1.0,unit,22.14752,72.61405,2025-07-03,3857705.55,2025-07-13,4033727.3,240,Completed,2025-12-16,Community Hall at Howrah constituency site 68
W00749,MP039,Bihar,Gaya,IA011,Public Toilet Complex,2.64,unit,23.19941,72.97284,2023-08-16,1132834.61,2023-09-05,1188922.47,120,Completed,2024-01-26,Public Toilet Complex at Gaya constituency site 69
W00750,MP017,Uttar Pradesh,Gorakhpur,IA026,Drainage / Sewage Line (per km),2.62,km,16.32241,87.5139,2025-09-29,4144339.98,2025-11-04,4051972.49,180,Completed,2026-03-13,Drainage / Sewage Line (per km) at Gorakhpur constituency site 70
W00751,MP002,West Bengal,Howrah,IA037,School Building Renovation,1.26,unit,21.93957,72.62895,2023-04-29,1205104.38,2023-05-18,1187824.67,200,Completed,2024-01-02,School Building Renovation at Howrah constituency site 71
W00752,MP005,Tamil Nadu,Madurai,IA044,Community Hall,1.0,unit,26.39492,77.73555,2024-12-28,3352033.31,2025-01-23,3353508.86,240,In Progress,,Community Hall at Madurai constituency site 72
W00753,MP002,West Bengal,Howrah,IA058,Drinking Water Facility,2.4,unit,22.09089,72.79818,2026-03-03,2442571.04,2026-04-04,2402935.6,150,Completed,2026-08-28,Drinking Water Facility at Howrah constituency site 73
W00754,MP028,Tamil Nadu,Madurai,IA031,Road Construction (per km),3.96,km,26.30631,77.6238,2023-05-19,5891752.51,2023-06-06,5899206.82,270,Completed,2023-11-26,Road Construction (per km) at Madurai constituency site 74
W00755,MP016,West Bengal,Howrah,IA045,Drinking Water Facility,2.65,unit,22.1165,72.73807,2025-01-16,1907883.73,2025-02-20,1927043.36,150,In Progress,,Drinking Water Facility at Howrah constituency site 75
W00756,MP023,Tamil Nadu,Coimbatore,IA024,Public Toilet Complex,1.69,unit,29.4772,86.25432,2023-12-21,743849.07,2024-01-28,725546.05,120,Completed,2024-06-09,Public Toilet Complex at Coimbatore constituency site 76
W00757,MP024,Maharashtra,Nagpur,IA001,Drainage / Sewage Line (per km),1.36,km,24.53065,85.28221,2025-05-09,2299204.78,2025-06-22,2351909.18,180,Completed,2025-12-19,Drainage / Sewage Line (per km) at Nagpur constituency site 77
W00758,MP006,Bihar,Muzaffarpur,IA032,Drinking Water Facility,1.51,unit,27.38423,82.23518,2024-06-03,1347816.39,2024-07-27,1332948.64,150,Completed,2025-04-02,Drinking Water Facility at Muzaffarpur constituency site 78
W00759,MP022,Uttar Pradesh,Meerut,IA047,Community Hall,1.0,unit,27.88474,83.19532,2025-04-01,2945543.45,2025-05-12,2967493.11,240,Completed,2025-12-23,Community Hall at Meerut constituency site 79
W00760,MP035,West Bengal,Malda,IA051,Community Hall,1.0,unit,17.28363,82.87931,2025-05-08,3541619.06,2024-03-28,3521816.2,240,In Progress,,Community Hall at Malda constituency site 80
W00761,MP021,West Bengal,Howrah,IA013,Community Hall,1.0,unit,22.10638,72.72309,2026-03-01,3982665.32,2026-03-22,3890326.58,240,In Progress,,Community Hall at Howrah constituency site 81
W00762,MP034,Uttar Pradesh,Gorakhpur,IA039,Public Toilet Complex,2.57,unit,16.47213,87.50885,2023-07-27,1287640.37,2023-09-21,1295940.24,120,Completed,2024-02-04,Public Toilet Complex at Gorakhpur constituency site 82
W00763,MP027,Uttar Pradesh,Sitapur,IA033,Health Sub-Centre Upgrade,1.0,unit,26.61531,79.07263,2023-11-15,1334301.47,2024-01-09,1400026.37,210,Completed,2024-04-19,Health Sub-Centre Upgrade at Sitapur constituency site 83
W00764,MP029,Bihar,Muzaffarpur,IA032,Drinking Water Facility,2.89,unit,27.38188,81.97229,2024-05-04,2914055.39,2024-06-07,2991178.58,150,Completed,2024-10-23,Drinking Water Facility at Muzaffarpur constituency site 84
W00765,MP037,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.37451,81.98165,2025-09-29,1864943.26,2025-11-04,1811581.22,210,In Progress,,Health Sub-Centre Upgrade at Muzaffarpur constituency site 85
W00766,MP008,West Bengal,Howrah,IA045,Health Sub-Centre Upgrade,1.0,unit,21.99706,72.59799,2026-02-20,1864746.25,2026-04-04,1904382.77,210,In Progress,,Health Sub-Centre Upgrade at Howrah constituency site 86
W00767,MP004,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),2.11,batch,27.36093,82.09835,2025-10-23,1359754.99,2025-12-09,1329859.3,90,Completed,2026-02-10,Street Lighting (per 50 units) at Muzaffarpur constituency site 87
W00768,MP007,Maharashtra,Nagpur,IA034,Health Sub-Centre Upgrade,1.0,unit,24.73086,85.29894,2024-05-31,1687756.46,2024-07-25,1749275.39,210,Completed,2025-03-28,Health Sub-Centre Upgrade at Nagpur constituency site 88
W00769,MP027,Uttar Pradesh,Sitapur,IA010,Public Toilet Complex,2.35,unit,26.57723,78.93785,2024-06-28,989659.23,2024-08-23,1042448.13,120,Completed,2025-01-30,Public Toilet Complex at Sitapur constituency site 89
W00770,MP007,Maharashtra,Nagpur,IA016,Road Construction (per km),3.5,km,24.51733,85.10669,2023-07-19,4466013.25,2023-09-15,4451214.57,270,Completed,2024-07-30,Road Construction (per km) at Nagpur constituency site 90
W00771,MP001,West Bengal,Howrah,IA058,Public Toilet Complex,1.61,unit,22.13238,72.81098,2026-02-26,790163.1,2026-03-09,812029.82,120,Completed,2026-05-22,Public Toilet Complex at Howrah constituency site 91
W00772,MP007,Maharashtra,Nagpur,IA034,Street Lighting (per 50 units),2.43,batch,24.68338,85.07801,2025-08-25,1315140.99,2025-09-08,1264046.2,90,Completed,2025-12-21,Street Lighting (per 50 units) at Nagpur constituency site 92
W00773,MP008,West Bengal,Howrah,IA058,Road Construction (per km),3.8,km,22.10039,72.7041,2023-11-20,7307147.19,2023-12-28,7411729.48,270,Completed,2024-09-20,Road Construction (per km) at Howrah constituency site 93
W00774,MP004,Bihar,Muzaffarpur,IA032,Road Construction (per km),4.57,km,27.42214,82.19544,2023-05-26,8051335.16,2023-07-11,8316349.54,270,Completed,2024-03-23,Road Construction (per km) at Muzaffarpur constituency site 94
W00775,MP032,Tamil Nadu,Madurai,IA031,Community Hall,1.0,unit,26.51572,77.55829,2024-09-27,3258723.88,2024-10-31,3145696.27,240,Completed,2025-06-26,Community Hall at Madurai constituency site 95
W00776,MP014,Maharashtra,Pune,IA003,Drinking Water Facility,2.1,unit,20.58493,86.89515,2024-07-06,1726806.76,2024-08-29,1721509.93,150,Completed,2024-12-31,Drinking Water Facility at Pune constituency site 96
W00777,MP035,West Bengal,Malda,IA019,Street Lighting (per 50 units),2.7,batch,17.28006,83.07081,2024-09-25,1306318.14,2024-11-15,1327702.45,90,Completed,2025-03-24,Street Lighting (per 50 units) at Malda constituency site 0
W00778,MP035,West Bengal,Malda,IA002,Health Sub-Centre Upgrade,1.0,unit,17.3285,83.00583,2023-06-18,1927716.72,2023-08-02,1895408.33,210,Completed,2023-12-22,Health Sub-Centre Upgrade at Malda constituency site 1
W00779,MP033,Uttar Pradesh,Meerut,IA047,Health Sub-Centre Upgrade,1.0,unit,27.78569,83.22167,2023-10-03,1695479.17,2023-11-16,1760569.71,210,Completed,2024-06-16,Health Sub-Centre Upgrade at Meerut constituency site 2
W00780,MP025,Bihar,Patna,IA023,Street Lighting (per 50 units),2.91,batch,21.78414,75.74285,2024-02-23,1869994.15,2024-03-08,1797672.86,90,Completed,2024-05-12,Street Lighting (per 50 units) at Patna constituency site 3
W00781,MP032,Tamil Nadu,Coimbatore,IA024,Drinking Water Facility,2.31,unit,29.4807,86.42913,2023-09-09,1853537.05,2023-10-06,1903916.77,150,Completed,2024-02-07,Drinking Water Facility at Coimbatore constituency site 4
W00782,MP006,Bihar,Muzaffarpur,IA032,School Building Renovation,1.65,unit,27.50408,82.23786,2025-11-22,1998612.74,2026-01-03,1980856.33,200,Completed,2026-08-11,School Building Renovation at Muzaffarpur constituency site 5
W00783,MP019,Maharashtra,Nashik,IA027,Road Construction (per km),2.36,km,16.97571,79.08932,2024-03-18,4998200.18,2024-05-05,4936472.15,270,In Progress,,Road Construction (per km) at Nashik constituency site 6
W00784,MP033,Uttar Pradesh,Meerut,IA018,Road Construction (per km),4.88,km,27.92572,83.17333,2024-10-01,8608184.24,2024-10-14,8946917.14,270,Completed,2025-05-21,Road Construction (per km) at Meerut constituency site 7
W00785,MP011,Bihar,Muzaffarpur,IA032,Drinking Water Facility,2.31,unit,27.42124,82.06485,2025-10-10,2067583.28,2025-10-21,2069793.3,150,Completed,2026-02-03,Drinking Water Facility at Muzaffarpur constituency site 8
W00786,MP001,West Bengal,Malda,IA043,Public Toilet Complex,1.57,unit,17.24839,83.02201,2023-04-28,939948.28,2023-06-02,971838.97,120,Completed,2023-09-20,Public Toilet Complex at Malda constituency site 9
W00787,MP038,Tamil Nadu,Coimbatore,IA015,Public Toilet Complex,2.55,unit,29.62313,86.20201,2024-10-14,1096027.38,2024-12-10,1119848.73,120,Completed,2025-03-20,Public Toilet Complex at Coimbatore constituency site 10
W00788,MP019,Maharashtra,Nagpur,IA016,Health Sub-Centre Upgrade,1.0,unit,24.51349,85.24749,2023-09-05,1634293.47,2023-10-30,1591444.32,210,Completed,2024-05-03,Health Sub-Centre Upgrade at Nagpur constituency site 11
W00789,MP023,Tamil Nadu,Coimbatore,IA055,Drinking Water Facility,2.14,unit,29.49691,86.29854,2024-01-31,1603129.96,2024-02-22,1535148.59,150,In Progress,,Drinking Water Facility at Coimbatore constituency site 12
W00790,MP008,West Bengal,Howrah,IA022,School Building Renovation,1.93,unit,21.9605,72.84119,2026-03-30,2147256.12,2026-05-06,2178152.02,200,In Progress,,School Building Renovation at Howrah constituency site 13
W00791,MP013,Uttar Pradesh,Gorakhpur,IA053,Road Construction (per km),4.19,km,16.45532,87.47141,2025-09-30,7030482.23,2025-11-26,6980644.01,270,In Progress,,Road Construction (per km) at Gorakhpur constituency site 14
W00792,MP005,Tamil Nadu,Salem,IA006,Street Lighting (per 50 units),1.33,batch,26.52804,75.05844,2025-06-22,954347.31,2025-07-07,951926.66,90,Completed,2025-11-07,Street Lighting (per 50 units) at Salem constituency site 15
W00793,MP036,Maharashtra,Nashik,IA038,Public Toilet Complex,2.1,unit,16.96659,79.29595,2025-06-25,738482.09,2025-08-10,702961.64,120,Completed,2025-10-26,Public Toilet Complex at Nashik constituency site 16
W00794,MP039,Bihar,Gaya,IA036,Community Hall,1.0,unit,23.42893,72.94521,2025-12-22,3181927.85,2026-02-13,3345324.05,240,In Progress,,Community Hall at Gaya constituency site 17
W00795,MP025,Bihar,Patna,IA023,Street Lighting (per 50 units),2.37,batch,21.78431,75.72655,2025-12-09,1334224.66,2025-12-28,1333714.07,90,In Progress,,Street Lighting (per 50 units) at Patna constituency site 18
W00796,MP024,Maharashtra,Nagpur,IA001,Street Lighting (per 50 units),1.78,batch,24.61648,85.17452,2023-04-25,1245368.64,2023-05-05,1279733.51,90,Completed,2023-08-03,Street Lighting (per 50 units) at Nagpur constituency site 19
W00797,MP023,Tamil Nadu,Coimbatore,IA024,Drinking Water Facility,1.88,unit,29.67195,86.27685,2026-02-18,1532609.46,2026-03-31,1547862.25,150,In Progress,,Drinking Water Facility at Coimbatore constituency site 20
W00798,MP014,Maharashtra,Pune,IA003,Drainage / Sewage Line (per km),2.05,km,20.42718,86.76789,2025-03-23,2470804.89,2025-04-05,2442202.01,180,Completed,2025-08-11,Drainage / Sewage Line (per km) at Pune constituency site 21
W00799,MP037,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2.31,km,27.48328,82.14944,2023-11-30,3290995.78,2024-01-22,3308723.96,180,Completed,2024-05-06,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 22
W00800,MP003,Bihar,Patna,IA023,Public Toilet Complex,2.37,unit,21.68152,75.54464,2024-12-16,967533.52,2025-02-07,986555.86,120,Completed,2025-06-01,Public Toilet Complex at Patna constituency site 23
